HomeName,City,State,Address,PhoneNumber,Website
Silverado Tustin Hacienda Memory Care Community,Tustin,CA,"240 E Third St Tustin, CA 92780",(714) 832-7900,silverado.com/tustinhacienda
Carewell Manor For The Elderly,Anaheim,CA,"3330 W Stonybrook Dr Anaheim, CA 92804",(714) 827-8520,
M & M Guess Homes,Anaheim,CA,"1598 W Orangewood Ave Anaheim, CA 92802",(714) 638-8401,
Emeritus at Brea,Brea,CA,"285 West Central Avenue Brea, CA 92821",(714) 706-9968,emeritus.com/california/brea/e…
Atria Golden Creek,Irvine,CA,"33 Creek Rd Irvine, CA 92604",(949) 313-7316,atriagoldencreek.com
Grove Senior Care Advisors,Brea,CA,"417 S Associated Rd Ste 211 Brea, CA 92821",(888) 476-5552,grovesca.com
Essential Care Connection,Torrance,CA,"23133 Hawthorne Blvd Torrance, CA 90505",(844) 375-1888,essentialcareconnection.com
HealthView Home Health,Cerritos,CA,"17785 Center Court Dr N Ste 325 Cerritos, CA 90703",(562) 468-0136,hvi.com
Perfect Place for Seniors,Placentia,CA,"Placentia, CA 92870",(714) 729-3020,perfectplaceforseniors.com
Hollybrook Senior Living of Orange,Santa Ana,CA,"2025 N Bush St Santa Ana, CA 92706",(714) 541-3357,hollybrookseniorliving.com
CareAgape Senior Homes,Placentia,CA,"4931 Carthage St Placentia, CA 92870",(714) 646-6750,careagapeseniorhomes.com
Americana Senior Care,Tustin,CA,"111 Fashion Ln Tustin, CA 92780",(714) 408-2081,americanaseniorcare.com
St Elizabeth Healthcare,Fullerton,CA,"2800 N Harbor Blvd Fullerton, CA 92835",(714) 871-9202,stelizabethrehab.com
Exit & Retirement Strategies,Orange,CA,"333 City Blvd W Ste 2050 Orange, CA 92868",(866) 370-3774,ersi.biz
Clinica Medica San Manuel,Santa Ana,CA,"1306 W Santa Ana Blvd Santa Ana, CA 92703",(714) 972-4995,clinicamedicadelsagradocorazon…
Vein Clinic CA,Santa Ana,CA,"431 N Tustin Ave Ste B Santa Ana, CA 92705",(949) 272-9919,vccsantaana.com
Emeritus at Valley View,Garden Grove,CA,"5900 Chapman Ave Garden Grove, CA 92845",(714) 489-8966,emeritus.com/california/garden…
Camelot Residential Homes,Bellflower,CA,"10337 Beach St Bellflower, CA 90706",(562) 866-3955,
Sunny Ridge Manor Home Board & Care,Fullerton,CA,"Fullerton, CA 92833",(714) 526-7983,
Elder Care Wise,Santa Ana,CA,"Santa Ana, CA 92705",(714) 450-7055,eldercarewise.com
Regents Point,Irvine,CA,"19191 Harvard Ave Irvine, CA 92612",(949) 273-4739,humangood.org/regents-point
Pacific Haven Subacute & Healthcare Center,Garden Grove,CA,"12072 Trask Ave Garden Grove, CA 92843",(714) 534-1942,pachaven.com
Alamitos West Health & Rehabilitation,Los Alamitos,CA,"3902 Katella Ave Los Alamitos, CA 90720",(562) 596-5561,alamitoswest.com
Sunrise Villa Bradford,Placentia,CA,"1180 N Bradford Ave Placentia, CA 92870",(714) 996-9292,sunriseseniorliving.com
Rapid Opioid Detox Clinic,Newport Beach,CA,"1601 Dove St Ste 170 Newport Beach, CA 92660",(800) 276-7021,saferapiddetox.com
Alimtox,Huntington Beach,CA,"21921 Summerwind Ln Huntington Beach, CA 92646",(949) 307-5744,alimtox.com
Lakewood Gardens,Downey,CA,"12055 Lakewood Blvd Downey, CA 90242",(562) 869-4038,lakewoodgardensdowney.com
Fountain Valley Senior Homes,Fountain Valley,CA,"18561 Santa Isadora St Fountain Valley, CA 92708",(714) 646-6750,careagapeseniorhomes.com
Sunshine Retirement Home,Orange,CA,"17846 Tacoma Cir Orange, CA 92861",(714) 532-6885,sunshineretirementhomevillapar…
Carrillo Manor,Norwalk,CA,"14006 Sylvanwood Ave Norwalk, CA 90650",(213) 281-1439,carrillomanor.com
Arbor Palms of Anaheim,Anaheim,CA,"3411 W Ball Rd Anaheim, CA 92804",(714) 821-9660,arborpalmsseniorliving.com
La Habra Villa,La Habra,CA,"1100 E Whittier Blvd La Habra, CA 90631",(714) 529-1697,lahabravilla.com
Senior Placement Hotline,Cypress,CA,"10073 Valley View St Ste 432 Cypress, CA 90630",(877) 353-3756,
Senior Transitions of Southern California,Laguna Niguel,CA,"Laguna Niguel, CA 92677",(714) 349-7688,seniortransitionsofsoutherncal…
Bradford Square,Placentia,CA,"1180 N Bradford Ave Placentia, CA 92870",(714) 646-6535,vintagesenior.com
Wellness transit,Anaheim,CA,"1807 W Katella Ave Ste 209 Anaheim, CA 92804",(760) 808-9863,wellnesstransitllc.com/pages/s…
Clinica Medica San Manuel,Santa Ana,CA,"1306 W Santa Ana Blvd Santa Ana, CA 92703",(714) 972-4995,clinicamedicadelsagradocorazon…
Alliance Eldercare Senior Placement Service,Tustin,CA,"Tustin, CA 92780",(866) 936-4241,allianceeldercare.com
Silverado Newport Mesa Memory Care Community,Costa Mesa,CA,"350 W Bay St Costa Mesa, CA 92627",(949) 631-2212,silverado.com/newportmesa
Wellpath Partners,Long Beach,CA,"3580 E Pacific Coast Hwy Ste 10 Long Beach, CA 90804",(562) 433-1432,wellpathpartners.com
The Royal Inns I,Lake Forest,CA,"23272 Downland Rd Lake Forest, CA 92630",(949) 291-9937,royalinns.com
The Grove Senior Apartments,Garden Grove,CA,"12721 Garden Grove Blvd Garden Grove, CA 92843",(714) 537-6606,thegroveseniorapts.com
Pacifica Senior Living Newport Mesa,Costa Mesa,CA,"2891 Bear St Costa Mesa, CA 92626",(949) 287-4838,pacificaseniorliving.com
Alimtox,Huntington Beach,CA,"21921 Summerwind Ln Huntington Beach, CA 92646",(949) 307-5744,alimtox.com
Astoria Retirement Residences,Newport Beach,CA,"3606 Catamaran Dr Newport Beach, CA 92625",(714) 306-2253,astoriaretirement.com
Saint Francis Home,Santa Ana,CA,"1718 W 6th St Santa Ana, CA 92703",(714) 542-0381,st-francis-home.org
Guardian Angels Homes,Santa Ana,CA,"18232 E Santa Clara Ave Santa Ana, CA 92705",(714) 269-7307,GuardianAngelsHomes.com
Windsor Gardens Convalescent Center of Anaheim,Anaheim,CA,"3415 W Ball Rd Anaheim, CA 92804",(714) 826-8950,
Palm Island Active Adult Living,Fountain Valley,CA,"11300 Warner Ave Fountain Valley, CA 92708",(714) 546-5404,palmislandseniorliving.com
Capriana,Brea,CA,"460 S La Floresta Dr Brea, CA 92823",(714) 589-2866,oakmontofcapriana.com
The Royal Inns II,Lake Forest,CA,"22841 Ridge Route Dr. Lake Forest, CA 92630",(949) 291-9937,royalinns.com
Westminster Terrace,Westminster,CA,"7571 Westminster Blvd Westminster, CA 92683",(714) 684-6737,westminsterterrace.com
Clinica Medica San Manuel,Santa Ana,CA,"1306 W Santa Ana Blvd Santa Ana, CA 92703",(714) 972-4995,clinicamedicadelsagradocorazon…
The Villa Senior Assisted Living,Downey,CA,"12565 Downey Ave Downey, CA 90242",(562) 861-6694,thevillahome.com
Villa Redondo,Long Beach,CA,"237 Redondo Ave Long Beach, CA 90803",(562) 434-9931,villaredondo.com
Alta Gardens Care Center,Garden Grove,CA,"13075 Blackbird St Garden Grove, CA 92843",(714) 530-6322,genesishcc.com//alta
Rochelle Manor,Garden Grove,CA,"12841 Adelle St Garden Grove, CA 92841",(714) 530-8618,
Park Plaza,Orange,CA,"620 S Glassell St Orange, CA 92866",(714) 997-5355,kiscoseniorliving.com
Coyote Hills Senior Care,Buena Park,CA,"8271 Country Club Dr Buena Park, CA 90621",(714) 869-6993,coyotehillssenior.com
The Palms,La Mirada,CA,"13001 La Mirada Blvd La Mirada, CA 90638",(562) 379-6713,holidaytouch.com
American Senior Home Finders,Tustin,CA,"13217 Jamboree Rd Ste 132 Tustin, CA 92782",(949) 278-0155,americanseniorhomefinders.com
Clinica Medica Del Sagrado Corazon,Santa Ana,CA,"1108 W 17th St Santa Ana, CA 92706",(714) 648-0060,clinicamedicadelsagradocorazon…
HealthView Home Health,Cerritos,CA,"17785 Center Court Dr N Ste 325 Cerritos, CA 90703",(562) 468-0136,hvi.com
Sunrise of La Palma,La Palma,CA,"5321 La Palma Avenue La Palma, CA 90623",(714) 739-8111,sunriseseniorliving.com
Downey Retirement Center,Downey,CA,"11500 Dolan Ave Downey, CA 90241",(562) 869-2416,downeyretirement.com
Seaside Terrace Retirement,Fountain Valley,CA,"9925 La Alameda Ave Fountain Valley, CA 92708",(714) 962-5531,
Sunrise of Fullerton,Fullerton,CA,"2226 North Euclid Street Fullerton, CA 92835",(714) 738-3656,sunriseseniorliving.com
Carmel Village,Fountain Valley,CA,"17077 San Mateo St Fountain Valley, CA 92708",(714) 465-4136,wellquestcv.com
Summer House at Walnut Village,Anaheim,CA,"891 S Walnut St Anaheim, CA 92802",(714) 507-7000,summerhouseatwv.org
Sun Mar Nursing Center,Anaheim,CA,"1720 W Orange Ave Anaheim, CA 92804",(714) 776-1720,sunmarnursing.com
Sunrise of Huntington Beach,Huntington Beach,CA,"7401 Yorktown Avenue Huntington Beach, CA 92648",(714) 536-3032,sunriseseniorliving.com
Brookdale Brookhurst,Westminster,CA,"15302 Brookhurst Street Westminster, CA 92683",(714) 653-9600,emeritus.com
Newport Academy,Costa Mesa,CA,"3189 Pullman St Costa Mesa, CA 92626",(949) 239-7329,newportacademy.com
"Michael Lin, DC - Lin Chiropractic Clinic",Garden Grove,CA,"8581 Westminster Ave Garden Grove, CA 92844",(714) 894-9000,LinChiropractic.com
Garden Grove Post Acute,Garden Grove,CA,"12882 Shackelford Ln Garden Grove, CA 92841",(714) 638-9470,nursinghomegardengrove.com
Leisure World Seal Beach,Seal Beach,CA,"1900-C Saint Andrews Dr Seal Beach, CA 90740",(562) 431-6586,lwsb.com
Vivante on the Coast,Costa Mesa,CA,"1640 Monrovia Ave Costa Mesa, CA 92627",(949) 214-4125,vivanteliving.com
Coastal Heights Senior Living,Costa Mesa,CA,"2283 Fairview Rd Costa Mesa, CA 92627",(949) 629-4609,coastalheightsseniorliving.com
Atria,Newport Beach,CA,"4000 Hilaria Way Newport Beach, CA 92663",(949) 642-5861,atriaseniorliving.com/retireme…
Morningside of Fullerton,Fullerton,CA,"800 Morningside Dr Fullerton, CA 92835",(714) 256-8000,morningsideoffullerton.com
Emerald Court,Anaheim,CA,"1731 W Medical Center Dr Anaheim, CA 92801",(714) 778-5100,kiscoseniorliving.com
The Groves of Tustin,Tustin,CA,"1262 Bryan Ave Tustin, CA 92780",(714) 730-5009,grovesoftustin.com
Lotus Senior Care,Huntington Beach,CA,"7092 Bluesails Dr Huntington Beach, CA 92647",(855) 568-8772,lotusseniorcare.com
Newport Academy,Costa Mesa,CA,"3189 Pullman St Costa Mesa, CA 92626",(949) 239-7329,newportacademy.com
Aspen Family Care,Fountain Valley,CA,"16314 Aspen St Fountain Valley, CA 92708",(714) 418-9613,
Addie's Cottage Senior Living,Anaheim,CA,"2582 E Seville Ave Anaheim, CA 92806",(714) 248-7222,addiescottageseniorliving.com
Oakmont of Orange,Orange,CA,"630 The City Dr S Orange, CA 92868",(714) 912-8980,Oakmontoforange.com
Park Regency Retirement Center,La Habra,CA,"1750 W La Habra Blvd La Habra, CA 90631",(657) 445-3008,parkregencyretirement.com
Paradise for the Elderly and Sunflower Living,Garden Grove,CA,"12141 Gilbert St Garden Grove, CA 92841",(714) 408-0913,assistedlivinggardengrove.com
Orange Park Guest Home,Anaheim,CA,"835 S Hayward St Anaheim, CA 92804",(714) 827-1016,
Shinkle Cottage,Huntington Beach,CA,"14631 Shinkle Cir Huntington Beach, CA 92647",(818) 606-6136,premiere-cottages.com
Rapid Opioid Detox Clinic,Newport Beach,CA,"1601 Dove St Ste 170 Newport Beach, CA 92660",(800) 276-7021,saferapiddetox.com
Valley Oaks Hospice,Anaheim,CA,"1661 N Raymond Ave Ste 175 Anaheim, CA 92801",(626) 593-5709,valleyoakshospice.com
AKUA Mind & Body,Newport Beach,CA,"20271 SW Birch St Ste 200 Newport Beach, CA 92660",(833) 252-7535,akuamindbody.com
Coyote Hills Senior Care,Buena Park,CA,"8271 Country Club Dr Buena Park, CA 90621",(714) 869-6993,coyotehillssenior.com
Capriana,Brea,CA,"460 S La Floresta Dr Brea, CA 92823",(714) 589-2866,oakmontofcapriana.com
Sunnycrest Senior Living,Fullerton,CA,"1925 Sunny Crest Dr Fullerton, CA 92835",(714) 992-1999,sunnycrestseniorliving.com
Addie's Cottage Senior Living,Anaheim,CA,"2582 E Seville Ave Anaheim, CA 92806",(714) 248-7222,addiescottageseniorliving.com
Walnut Village Retirement Community,Anaheim,CA,"891 S Walnut St Anaheim, CA 92802",(714) 507-7005,walnutvillage.org
Park Regency Retirement Center,La Habra,CA,"1750 W La Habra Blvd La Habra, CA 90631",(657) 445-3008,parkregencyretirement.com
Morningside of Fullerton,Fullerton,CA,"800 Morningside Dr Fullerton, CA 92835",(714) 256-8000,morningsideoffullerton.com
Rapid Opioid Detox Clinic,Newport Beach,CA,"1601 Dove St Ste 170 Newport Beach, CA 92660",(800) 276-7021,saferapiddetox.com
Valley Oaks Hospice,Anaheim,CA,"1661 N Raymond Ave Ste 175 Anaheim, CA 92801",(626) 593-5709,valleyoakshospice.com
Santa Teresita,Duarte,CA,"819 Buena Vista St Duarte, CA 91010",(626) 408-7802,santa-teresita.org
Sage Glendale Senior Living,Glendale,CA,"525 W Elk Ave Glendale, CA 91204",(818) 858-4557,sageglendale.com
Glen Park at Glendale - Boynton Street,Glendale,CA,"1220 Boynton St Glendale, CA 91205",(818) 246-9000,glenpark-al.com
Scholl Canyon Estates,Glendale,CA,"1551 E Chevy Chase Dr Glendale, CA 91206",(818) 951-3830,seniorlivinginstyle.com
Dryden Gardens,Glendale,CA,"Glendale, CA 91202",(747) 270-8117,
Twelve Oaks Senior Living,Glendale,CA,"2820 Sycamore Ave Glendale, CA 91214",(747) 255-7272,TwelveOaksSeniorLiving.com
Broadview Residential Care Center,Glendale,CA,"535 W Broadway Glendale, CA 91204",(818) 246-4951,broadviewresidential.com
A Helping Hand,Hawthorne,CA,"4848 134th Pl Hawthorne, CA 90250",(310) 489-2764,SueHelpingHandsforseniors.com
Miracle Mile Manor,Los Angeles,CA,"6273 Del Valle Dr Los Angeles, CA 90048",(323) 807-0549,miraclemilemanor.com
Pacific PACE,Pasadena,CA,"50 Alessandro Pl Ste A20 Pasadena, CA 91105",(800) 851-0966,pacificpace.welbehealth.com
Y & Y Recovery,Los Angeles,CA,"1123 N Alexandria Ave Los Angeles, CA 90029",(888) 877-7326,yandyrecovery.org
Drum For Goodness Sake,Toluca Lake,CA,"10061 Riverside Dr Ste 329 Toluca Lake, CA 91602",(323) 876-5173,
Raya's Paradise,West Hollywood,CA,"1156 N Gardner St West Hollywood, CA 90046",(310) 289-8834,rayasparadise.com/location/115…
Tender Loving Care Caregiving,Glendale,CA,"1551 E Chevy Chase Dr Glendale, CA 91206",(714) 496-2157,
Daily Dreams Adult Day Health Care Center,Burbank,CA,"1320 W Magnolia Blvd Burbank, CA 91506",(818) 729-9191,
Belmont Village Senior Living,Los Angeles,CA,"2051 N Highland Ave Los Angeles, CA 37215",(323) 874-7711,belmontvillage.com
Assisted Living Facility,Los Angeles,CA,"4180 Toland Way Los Angeles, CA 90065",(323) 443-8710,lakewoodparkmanor.com
Discovery 4,Los Angeles,CA,"4541 N Figueroa St Los Angeles, CA 90065",(323) 223-1221,
Le Bleu Chateau,Burbank,CA,"1900 Grismer Ave Burbank, CA 91504",(818) 843-2780,
Wellpath Partners,Long Beach,CA,"3580 E Pacific Coast Hwy Ste 10 Long Beach, CA 90804",(562) 433-1432,wellpathpartners.com
Lily Crest Manor,Los Angeles,CA,"900 N Alexandria Ave Los Angeles, CA 90029",(818) 625-8296,
Santa Teresita,Duarte,CA,"819 Buena Vista St Duarte, CA 91010",(626) 408-7802,santa-teresita.org
Silverlake Adult Daycare,Los Angeles,CA,"3339 W Temple St Los Angeles, CA 90026",(213) 383-0050,
Royal Palms Post Acute,Glendale,CA,"630 W Broadway Glendale, CA 91204",(818) 247-3395,
Assisted Living Connections,Thousand Oaks,CA,"Thousand Oaks, CA 91362",(888) 880-1811,assistedlivingconnections.com
Westchester Villa Assisted Living Community,Inglewood,CA,"220 W Manchester Blvd Inglewood, CA 90301",(310) 673-1093,westchestervilla.com
Allen Care Convalescent Hospital Corporation,Glendale,CA,"201 Allen Ave Glendale, CA 91201",(818) 845-8507,
Melrose Gardens,Los Angeles,CA,"960 N Martel Ave Los Angeles, CA 90046",(323) 876-1746,melrosegardens.com
Evergreen Retirement Residence,Burbank,CA,"225 N Evergreen St Burbank, CA 91505",(818) 843-8268,evergreenretire.com
Mountview,Montrose,CA,"2640 Honolulu Ave Montrose, CA 91020",(888) 261-8823,elmcroft.com/community/mountvi…
AvantGarde Senior Living & Memory Care,Tarzana,CA,"5645 Lindley Ave Tarzana, CA 91356",(818) 881-0055,avantgardeseniorliving.com
Belmont Village Senior Living,Burbank,CA,"455 E Angeleno Ave Burbank, CA 60089",(818) 972-2405,belmontvillage.com
Excellent Caretakers,Glendale,CA,"201 N Brand Blvd Ste 200 Glendale, CA 91203",(626) 425-7007,excellentcaretakers.com
A Home Sweet Home,Glendale,CA,"225 E Broadway Glendale, CA 91205",(888) 770-5515,ahomesweethomeagency.com
The Passaro Group- Assisted Living Specialists,Santa Monica,CA,"3435 Ocean Park Blvd Ste 107 Santa Monica, CA 90405",(310) 428-8221,thepassarogroup.com
Connections Care Home Referrals,Los Angeles,CA,"2658 Griffith Park Blvd Ste 224 Los Angeles, CA 90039",(800) 330-5993,carehomefinders.com
Assisted Living Locators,Beverly Hills,CA,"Beverly Hills, CA 90210",(310) 853-8282,assistedlivinglocatorsla.com
Kingsley Manor Retirement Community,Los Angeles,CA,"1055 N Kingsley Dr Los Angeles, CA 90029",(323) 661-1128,kingsleymanor.org
"Hollywood Hills, A Pacifica Senior Living Community",Los Angeles,CA,"1745 N Gramercy Pl Los Angeles, CA 90028",(323) 673-4209,pacificaseniorliving.com
Raya's Paradise,West Hollywood,CA,"1156 N Gardner St West Hollywood, CA 90046",(310) 289-8834,rayasparadise.com/location/115…
Beverly Hills Carmel,Los Angeles,CA,"8750 Burton Way Los Angeles, CA 90048",(310) 278-9720,beverlyhillscarmel.com
Vivante on the Coast,Costa Mesa,CA,"1640 Monrovia Ave Costa Mesa, CA 92627",(949) 214-4125,vivanteliving.com
Fountain Valley Senior Homes,Fountain Valley,CA,"18561 Santa Isadora St Fountain Valley, CA 92708",(714) 646-6750,careagapeseniorhomes.com
Newport Academy,Costa Mesa,CA,"3189 Pullman St Costa Mesa, CA 92626",(949) 239-7329,newportacademy.com
Meadowlark Gardens III,Huntington Beach,CA,"6102 Cornell Dr Huntington Beach, CA 92647",(714) 840-1776,meadowlarkgardens.com
Addie's Cottage Senior Living,Anaheim,CA,"2582 E Seville Ave Anaheim, CA 92806",(714) 248-7222,addiescottageseniorliving.com
Carmel Village,Fountain Valley,CA,"17077 San Mateo St Fountain Valley, CA 92708",(714) 465-4136,wellquestcv.com
The Groves of Tustin,Tustin,CA,"1262 Bryan Ave Tustin, CA 92780",(714) 730-5009,grovesoftustin.com
Seaside Terrace Retirement,Fountain Valley,CA,"9925 La Alameda Ave Fountain Valley, CA 92708",(714) 962-5531,
Regency Palms Long Beach,Long Beach,CA,"117 East 8th Street Long Beach, CA 90813",(562) 469-5908,regencypalmslongbeach.com
Essential Care Connection,Torrance,CA,"23133 Hawthorne Blvd Torrance, CA 90505",(844) 375-1888,essentialcareconnection.com
Premiere Cottages - Vernon Cottage,Long Beach,CA,"5561 E Vernon St Long Beach, CA 90815",(818) 606-6136,premiere-cottages.com
Walnut Village Retirement Community,Anaheim,CA,"891 S Walnut St Anaheim, CA 92802",(714) 507-7005,walnutvillage.org
Lotus Senior Care,Huntington Beach,CA,"6082 Kendrick Cir Huntington Beach, CA 92647",(855) 568-8772,lotusseniorcare.com
Coastal Heights Senior Living,Costa Mesa,CA,"2283 Fairview Rd Costa Mesa, CA 92627",(949) 629-4609,coastalheightsseniorliving.com
Atria,Newport Beach,CA,"4000 Hilaria Way Newport Beach, CA 92663",(949) 642-5861,atriaseniorliving.com/retireme…
Shinkle Cottage,Huntington Beach,CA,"14631 Shinkle Cir Huntington Beach, CA 92647",(818) 606-6136,premiere-cottages.com
Sunrise of Huntington Beach,Huntington Beach,CA,"7401 Yorktown Avenue Huntington Beach, CA 92648",(714) 536-3032,sunriseseniorliving.com
Compassionate Care Hospice,Fountain Valley,CA,"17220 Newhope St Ste 124 Fountain Valley, CA 92708",(833) 200-8019,cch.care
Broadview Residential Care Center,Glendale,CA,"535 W Broadway Glendale, CA 91204",(818) 246-4951,broadviewresidential.com
A Helping Hand,Hawthorne,CA,"4848 134th Pl Hawthorne, CA 90250",(310) 489-2764,SueHelpingHandsforseniors.com
Beverly Hills Medical Plaza,Beverly Hills,CA,"150 N Robertson Blvd Beverly Hills, CA 90211",(310) 657-6464,bhmedicalplaza.com
Raya's Paradise,West Hollywood,CA,"1156 N Gardner St West Hollywood, CA 90046",(310) 289-8834,rayasparadise.com/location/115…
Leisure Vale Retirement Home,Glendale,CA,"413 E Cypress St Glendale, CA 91205",(818) 244-2323,
Elder Home Finders,West Hollywood,CA,"7336 Santa Monica Blvd Ste 716 West Hollywood, CA 90046",(310) 699-3000,elderhomefinders.com
Glen Park at Glendale - Boynton Street,Glendale,CA,"1220 Boynton St Glendale, CA 91205",(818) 246-9000,glenpark-al.com
Charnock Residential Home,Los Angeles,CA,"11172 Charnock Rd Los Angeles, CA 90034",(310) 991-8120,charnockresidential.com
Grandview Retirement Residence,Los Angeles,CA,"2211 W 6th St Los Angeles, CA 90057",(213) 380-7000,
Westchester Villa Assisted Living Community,Inglewood,CA,"220 W Manchester Blvd Inglewood, CA 90301",(310) 673-1093,westchestervilla.com
Valley Village Senior Living,Valley Village,CA,"5541 Vantage Ave Valley Village, CA 91607",(747) 245-1185,ValleyVillageSeniorLiving.com
Arcadia Gardens Retirement Hotel,Arcadia,CA,"720 W Camino Real Ave Arcadia, CA 91007",(626) 574-8571,arcadiagardensretirement.com
Beverly Hills Carmel,Los Angeles,CA,"8750 Burton Way Los Angeles, CA 90048",(310) 278-9720,beverlyhillscarmel.com
Silverlake Adult Daycare,Los Angeles,CA,"3339 W Temple St Los Angeles, CA 90026",(213) 383-0050,
Beverly Hills Loving Care,Los Angeles,CA,"1019 S Wooster St Los Angeles, CA 90035",(310) 652-1323,bhlovingcare.com
Your Direct Health Care,Granada Hills,CA,"17518 Chatsworth St Granada Hills, CA 91344",(877) 264-0896,yourdirecthealthcare.com
Total Senior,Tarzana,CA,"18458 1/2 Clark St Tarzana, CA 91356",(818) 570-1087,totalsenior.com
Miracle Mile Manor,Los Angeles,CA,"6273 Del Valle Dr Los Angeles, CA 90048",(323) 807-0549,miraclemilemanor.com
Evergreen Retirement Residence,Burbank,CA,"225 N Evergreen St Burbank, CA 91505",(818) 843-8268,evergreenretire.com
Dryden Gardens,Glendale,CA,"Glendale, CA 91202",(747) 270-8117,
AvantGarde Senior Living & Memory Care,Tarzana,CA,"5645 Lindley Ave Tarzana, CA 91356",(818) 881-0055,avantgardeseniorliving.com
Nursing Home Solutions,Glendale,CA,"1955 W Glenoaks Blvd Glendale, CA 91201",(800) 773-6467,nhscare.com
Lily Crest Manor,Los Angeles,CA,"900 N Alexandria Ave Los Angeles, CA 90029",(818) 625-8296,
Connections Care Home Referrals,Los Angeles,CA,"2658 Griffith Park Blvd Ste 224 Los Angeles, CA 90039",(800) 330-5993,carehomefinders.com
Sunrise of Beverly Hills,Beverly Hills,CA,"201 North Crescent Drive Beverly Hills, CA 90210",(310) 274-4479,sunriseseniorliving.com
Belmont Village Senior Living,Los Angeles,CA,"2051 N Highland Ave Los Angeles, CA 37215",(323) 874-7711,belmontvillage.com
The Passaro Group- Assisted Living Specialists,Santa Monica,CA,"3435 Ocean Park Blvd Ste 107 Santa Monica, CA 90405",(310) 428-8221,thepassarogroup.com
Arcadia Gardens Retirement Hotel,Arcadia,CA,"720 W Camino Real Ave Arcadia, CA 91007",(626) 574-8571,arcadiagardensretirement.com
Assisted Living Locators,Beverly Hills,CA,"Beverly Hills, CA 90210",(310) 853-8282,assistedlivinglocatorsla.com
The Watermark at Beverly Hills,Beverly Hills,CA,"220 N Clark Dr Beverly Hills, CA 90211",(424) 354-2614,beverlyhills.watermarkcommunit…
Silverado Beverly Place Memory Care Community,Los Angeles,CA,"330 N Hayworth Ave Los Angeles, CA 90048",(323) 852-9200,silverado.com/beverlyplace
Melrose Gardens,Los Angeles,CA,"960 N Martel Ave Los Angeles, CA 90046",(323) 876-1746,melrosegardens.com
Better Living and Care Home,Los Angeles,CA,"734 N La Jolla Ave Los Angeles, CA 90046",(323) 651-2733,betterlivingandcare.com
Kingsley Manor Retirement Community,Los Angeles,CA,"1055 N Kingsley Dr Los Angeles, CA 90029",(323) 661-1128,kingsleymanor.org
"Hollywood Hills, A Pacifica Senior Living Community",Los Angeles,CA,"1745 N Gramercy Pl Los Angeles, CA 90028",(323) 673-4209,pacificaseniorliving.com
Raya's Paradise,West Hollywood,CA,"1156 N Gardner St West Hollywood, CA 90046",(310) 289-8834,rayasparadise.com/location/115…
Pacific PACE,Pasadena,CA,"50 Alessandro Pl Ste A20 Pasadena, CA 91105",(800) 851-0966,pacificpace.welbehealth.com
Oakmont of Segovia,Palm Desert,CA,"39905 Via Scena Palm Desert, CA 92260",(760) 674-3200,
Y & Y Recovery,Los Angeles,CA,"1123 N Alexandria Ave Los Angeles, CA 90029",(888) 877-7326,yandyrecovery.org
Raya's Paradise,West Hollywood,CA,"1156 N Gardner St West Hollywood, CA 90046",(310) 289-8834,rayasparadise.com/location/115…
Sunrise of Playa Vista,Playa Vista,CA,"5555 Playa Vista Drive Playa Vista, CA 90094",(310) 437-7178,sunriseseniorliving.com
The Passaro Group- Assisted Living Specialists,Santa Monica,CA,"3435 Ocean Park Blvd Ste 107 Santa Monica, CA 90405",(310) 428-8221,thepassarogroup.com
Sunrise Villa Culver City,Los Angeles,CA,"4061 Grandview Blvd Los Angeles, CA 90066",(310) 390-0565,sunriseseniorliving.com
Westchester Villa Assisted Living Community,Inglewood,CA,"220 W Manchester Blvd Inglewood, CA 90301",(310) 673-1093,westchestervilla.com
Horizon Independent Senior Living,Cathedral City,CA,"67670 Carey Rd Cathedral City, CA 92234",(442) 224-5730,myhorizonresort.com
A & A Home Care Services,Palm Desert,CA,"77564 Country Club Dr Ste A-127 Palm Desert, CA 92211",(760) 610-0433,aa-homecare.com
Kindred Hospice,Palm Desert,CA,"36947 Cook St Bldg 10 Ste 102 Palm Desert, CA 92211",(760) 346-2816,kindredhealthcare.com
Case Management Services,Palm Desert,CA,"44750 San Antonio Cir Palm Desert, CA 92260",(760) 674-5791,
Astoria Retirement Residences,Palm Desert,CA,"74101 Portola Pointe Ln Palm Desert, CA 92211",(714) 277-9980,astoriaretirement.com
Sagewood Residential Care,Palm Desert,CA,"40024 Sagewood Dr Palm Desert, CA 92260",,
JK Honeyman & Associates,Desert Hot Springs,CA,"9179 Valencia Dr Desert Hot Springs, CA 92240",(866) 715-7734,jkhoneyman.net
San Diego Home Care Rankings,La Quinta,CA,"52553 Avenida Mendoza La Quinta, CA 92253",(760) 899-3419,
Brookdale Rancho Mirage,Rancho Mirage,CA,"72201 Country Club Dr Rancho Mirage, CA 92270",(760) 203-3812,brookdale.com
ManorCare Health Services-Palm Desert,Palm Desert,CA,"74-350 Country Club Dr Palm Desert, CA 92260",(760) 341-0261,manorcare.com/PalmDesert
Palm Desert Senior Living,Palm Desert,CA,"44835 Santa Anita Ave Palm Desert, CA 92260",(760) 808-6688,
Senior Housing Of America Referral Experts,Indian Wells,CA,"75895 Altamira Dr Indian Wells, CA 92210",(760) 773-9525,seniorhousingofamerica.com
